Date,Technology,Search_Interest,Job_Postings,GitHub_Repos,Research_Papers,Funding_Received
2024-12-07,Renewable Energy,37,735,1025,114,336000000
2024-12-14,AI & Machine Learning,25,4691,1881,339,38000000
2024-12-14,Quantum Computing,92,4902,1072,378,397000000
2024-12-14,Blockchain,33,3096,1658,245,45000000
2024-12-14,5G Networks,50,1621,1314,98,253000000
2024-12-14,Edge Computing,76,2467,363,118,129000000
2024-12-14,Cybersecurity,99,3620,1327,203,249000000
2024-12-14,AR/VR,72,2686,1254,188,446000000
2024-12-14,IoT,48,3012,645,479,340000000
2024-12-14,Biotech,82,4993,200,361,337000000
2024-12-14,Renewable Energy,38,2387,1612,249,225000000
2024-12-21,AI & Machine Learning,42,4399,689,210,154000000
2024-12-21,Quantum Computing,90,3393,1420,172,284000000
2024-12-21,Blockchain,35,3127,331,27,326000000
2024-12-21,5G Networks,57,3307,252,133,222000000
2024-12-21,Edge Computing,56,3945,281,474,70000000
2024-12-21,Cybersecurity,79,1428,449,402,353000000
2024-12-21,AR/VR,54,3214,1870,423,487000000
2024-12-21,IoT,33,795,1803,455,221000000
2024-12-21,Biotech,94,3773,951,309,216000000
2024-12-21,Renewable Energy,32,2002,1210,34,465000000
